DistanceType	StimClass	Comparison	reliabilityMeasure	nVoxels	ID	Distance
conVals_spearman	GLASS	BASE_VS_AJCHANGE	correlation	top1000	ss007	0.112798060798059
conVals_spearman	GLASS	BASE_VS_PREPCHANGE	correlation	top1000	ss007	0.0533297213297192
conVals_spearman	GLASS	BASE_VS_MEANINGPRES	correlation	top1000	ss007	0.0897818697818683
conVals_spearman	MAN	BASE_VS_NCHANGE	correlation	top1000	ss008	0.243914247914247
conVals_spearman	MAN	BASE_VS_AJCHANGE	correlation	top1000	ss008	0.103476139476139
conVals_spearman	MAN	BASE_VS_PREPCHANGE	correlation	top1000	ss008	0.147543219543219
conVals_spearman	MAN	BASE_VS_MEANINGPRES	correlation	top1000	ss008	0.172840096840096
conVals_spearman	CAT	BASE_VS_NCHANGE	correlation	top1000	ss008	0.0834326034326028
conVals_spearman	CAT	BASE_VS_AJCHANGE	correlation	top1000	ss008	0.242312498312497
conVals_spearman	CAT	BASE_VS_PREPCHANGE	correlation	top1000	ss008	0.0736790656790647
conVals_spearman	CAT	BASE_VS_MEANINGPRES	correlation	top1000	ss008	0.090290814290814
conVals_spearman	PEN	BASE_VS_NCHANGE	correlation	top1000	ss008	0.113342729342728
conVals_spearman	PEN	BASE_VS_AJCHANGE	correlation	top1000	ss008	0.34128256128256
conVals_spearman	PEN	BASE_VS_PREPCHANGE	correlation	top1000	ss008	0.110489054489053
conVals_spearman	PEN	BASE_VS_MEANINGPRES	correlation	top1000	ss008	0.08344753144753
conVals_spearman	GLASS	BASE_VS_NCHANGE	correlation	top1000	ss008	0.0663882663882657
conVals_spearman	GLASS	BASE_VS_AJCHANGE	correlation	top1000	ss008	0.0762306162306152
conVals_spearman	GLASS	BASE_VS_PREPCHANGE	correlation	top1000	ss008	0.040777888777888
conVals_spearman	GLASS	BASE_VS_MEANINGPRES	correlation	top1000	ss008	0.0614557334557331
conVals_spearman	MAN	BASE_VS_NCHANGE	correlation	top1000	ss009	0.138150318150317
conVals_spearman	MAN	BASE_VS_AJCHANGE	correlation	top1000	ss009	0.147296535296535
conVals_spearman	MAN	BASE_VS_PREPCHANGE	correlation	top1000	ss009	0.147880167880167
conVals_spearman	MAN	BASE_VS_MEANINGPRES	correlation	top1000	ss009	0.123628647628646
conVals_spearman	CAT	BASE_VS_NCHANGE	correlation	top1000	ss009	0.143447927447927
conVals_spearman	CAT	BASE_VS_AJCHANGE	correlation	top1000	ss009	0.160388152388151
conVals_spearman	CAT	BASE_VS_PREPCHANGE	correlation	top1000	ss009	0.117737949737949
conVals_spearman	CAT	BASE_VS_MEANINGPRES	correlation	top1000	ss009	0.101638625638624
conVals_spearman	PEN	BASE_VS_NCHANGE	correlation	top1000	ss009	0.116844188844189
conVals_spearman	PEN	BASE_VS_AJCHANGE	correlation	top1000	ss009	0.258455046455045
conVals_spearman	PEN	BASE_VS_PREPCHANGE	correlation	top1000	ss009	0.110665922665922
conVals_spearman	PEN	BASE_VS_MEANINGPRES	correlation	top1000	ss009	0.198483282483282
conVals_spearman	GLASS	BASE_VS_NCHANGE	correlation	top1000	ss009	0.152124896124896
conVals_spearman	GLASS	BASE_VS_AJCHANGE	correlation	top1000	ss009	0.132795984795984
conVals_spearman	GLASS	BASE_VS_PREPCHANGE	correlation	top1000	ss009	0.155829815829816
conVals_spearman	GLASS	BASE_VS_MEANINGPRES	correlation	top1000	ss009	0.212039384039384
conVals_spearman	MAN	BASE_VS_NCHANGE	correlation	top1000	ss010	0.42317699117699
conVals_spearman	MAN	BASE_VS_AJCHANGE	correlation	top1000	ss010	0.613791397791397
conVals_spearman	MAN	BASE_VS_PREPCHANGE	correlation	top1000	ss010	0.772956304956305
conVals_spearman	MAN	BASE_VS_MEANINGPRES	correlation	top1000	ss010	0.514793422793422
conVals_spearman	CAT	BASE_VS_NCHANGE	correlation	top1000	ss010	0.709393945393945
conVals_spearman	CAT	BASE_VS_AJCHANGE	correlation	top1000	ss010	0.741098385098385
conVals_spearman	CAT	BASE_VS_PREPCHANGE	correlation	top1000	ss010	0.65185161985162
conVals_spearman	CAT	BASE_VS_MEANINGPRES	correlation	top1000	ss010	0.596595908595908
conVals_spearman	PEN	BASE_VS_NCHANGE	correlation	top1000	ss010	0.336514500514499
conVals_spearman	PEN	BASE_VS_AJCHANGE	correlation	top1000	ss010	0.424528036528036
conVals_spearman	PEN	BASE_VS_PREPCHANGE	correlation	top1000	ss010	0.451755955755954
conVals_spearman	PEN	BASE_VS_MEANINGPRES	correlation	top1000	ss010	0.412847128847128
conVals_spearman	GLASS	BASE_VS_NCHANGE	correlation	top1000	ss010	0.640141852141852
conVals_spearman	GLASS	BASE_VS_AJCHANGE	correlation	top1000	ss010	0.475009891009891
conVals_spearman	GLASS	BASE_VS_PREPCHANGE	correlation	top1000	ss010	0.451256947256947
conVals_spearman	GLASS	BASE_VS_MEANINGPRES	correlation	top1000	ss010	0.534397842397842
conVals_spearman	MAN	BASE_VS_NCHANGE	correlation	top1000	ss011	0.134539538539537
conVals_spearman	MAN	BASE_VS_AJCHANGE	correlation	top1000	ss011	0.276781356781356
conVals_spearman	MAN	BASE_VS_PREPCHANGE	correlation	top1000	ss011	0.1729201009201
conVals_spearman	MAN	BASE_VS_MEANINGPRES	correlation	top1000	ss011	0.194024474024473
conVals_spearman	CAT	BASE_VS_NCHANGE	correlation	top1000	ss011	0.391991239991239
conVals_spearman	CAT	BASE_VS_AJCHANGE	correlation	top1000	ss011	0.189993153993153
conVals_spearman	CAT	BASE_VS_PREPCHANGE	correlation	top1000	ss011	0.146069150069148
conVals_spearman	CAT	BASE_VS_MEANINGPRES	correlation	top1000	ss011	0.16823754023754
conVals_spearman	PEN	BASE_VS_NCHANGE	correlation	top1000	ss011	0.290382494382494
conVals_spearman	PEN	BASE_VS_AJCHANGE	correlation	top1000	ss011	0.183232323232323
conVals_spearman	PEN	BASE_VS_PREPCHANGE	correlation	top1000	ss011	0.21153447153447
conVals_spearman	PEN	BASE_VS_MEANINGPRES	correlation	top1000	ss011	0.472195000195
conVals_spearman	GLASS	BASE_VS_NCHANGE	correlation	top1000	ss011	0.394892806892805
conVals_spearman	GLASS	BASE_VS_AJCHANGE	correlation	top1000	ss011	0.232757332757331
conVals_spearman	GLASS	BASE_VS_PREPCHANGE	correlation	top1000	ss011	0.330270786270785
conVals_spearman	GLASS	BASE_VS_MEANINGPRES	correlation	top1000	ss011	0.215676743676742
conVals_spearman	MAN	BASE_VS_NCHANGE	correlation	top1000	ss012	0.389413769413768
conVals_spearman	MAN	BASE_VS_AJCHANGE	correlation	top1000	ss012	0.447323679323679
conVals_spearman	MAN	BASE_VS_PREPCHANGE	correlation	top1000	ss012	0.411109863109862
conVals_spearman	MAN	BASE_VS_MEANINGPRES	correlation	top1000	ss012	0.344793788793788
conVals_spearman	CAT	BASE_VS_NCHANGE	correlation	top1000	ss012	0.880078564078564
conVals_spearman	CAT	BASE_VS_AJCHANGE	correlation	top1000	ss012	0.45303698103698
conVals_spearman	CAT	BASE_VS_PREPCHANGE	correlation	top1000	ss012	0.24739329139329
conVals_spearman	CAT	BASE_VS_MEANINGPRES	correlation	top1000	ss012	0.413605085605085
conVals_spearman	PEN	BASE_VS_NCHANGE	correlation	top1000	ss012	0.883447159447159
conVals_spearman	PEN	BASE_VS_AJCHANGE	correlation	top1000	ss012	0.387386979386979
conVals_spearman	PEN	BASE_VS_PREPCHANGE	correlation	top1000	ss012	0.757914733914734
conVals_spearman	PEN	BASE_VS_MEANINGPRES	correlation	top1000	ss012	0.668641964641964
conVals_spearman	GLASS	BASE_VS_NCHANGE	correlation	top1000	ss012	0.273275145275145
conVals_spearman	GLASS	BASE_VS_AJCHANGE	correlation	top1000	ss012	0.206245886245886
conVals_spearman	GLASS	BASE_VS_PREPCHANGE	correlation	top1000	ss012	0.521456585456585
conVals_spearman	GLASS	BASE_VS_MEANINGPRES	correlation	top1000	ss012	0.413401637401637
conVals_spearman	MAN	BASE_VS_NCHANGE	correlation	top1000	ss013	0.457393657393657
conVals_spearman	MAN	BASE_VS_AJCHANGE	correlation	top1000	ss013	0.324375708375707
conVals_spearman	MAN	BASE_VS_PREPCHANGE	correlation	top1000	ss013	0.125943017943016
conVals_spearman	MAN	BASE_VS_MEANINGPRES	correlation	top1000	ss013	0.39069939069939
conVals_spearman	CAT	BASE_VS_NCHANGE	correlation	top1000	ss013	0.325610485610485
conVals_spearman	CAT	BASE_VS_AJCHANGE	correlation	top1000	ss013	0.405293709293708
conVals_spearman	CAT	BASE_VS_PREPCHANGE	correlation	top1000	ss013	0.601094377094377
conVals_spearman	CAT	BASE_VS_MEANINGPRES	correlation	top1000	ss013	0.486750642750642
conVals_spearman	PEN	BASE_VS_NCHANGE	correlation	top1000	ss013	0.572783492783492
conVals_spearman	PEN	BASE_VS_AJCHANGE	correlation	top1000	ss013	0.455574083574083
conVals_spearman	PEN	BASE_VS_PREPCHANGE	correlation	top1000	ss013	0.347943167943167
conVals_spearman	PEN	BASE_VS_MEANINGPRES	correlation	top1000	ss013	0.469345381345381
conVals_spearman	GLASS	BASE_VS_NCHANGE	correlation	top1000	ss013	0.200573492573491
conVals_spearman	GLASS	BASE_VS_AJCHANGE	correlation	top1000	ss013	0.350316734316733
conVals_spearman	GLASS	BASE_VS_PREPCHANGE	correlation	top1000	ss013	0.32972458172458
conVals_spearman	GLASS	BASE_VS_MEANINGPRES	correlation	top1000	ss013	0.254000054000053
conVals_spearman	MAN	BASE_VS_NCHANGE	correlation	top1000	ss014	0.210926982926982
conVals_spearman	MAN	BASE_VS_AJCHANGE	correlation	top1000	ss014	0.189542865542864
conVals_spearman	MAN	BASE_VS_PREPCHANGE	correlation	top1000	ss014	0.17485371085371
conVals_spearman	MAN	BASE_VS_MEANINGPRES	correlation	top1000	ss014	0.223712659712659
conVals_spearman	CAT	BASE_VS_NCHANGE	correlation	top1000	ss014	0.210432486432485
conVals_spearman	CAT	BASE_VS_AJCHANGE	correlation	top1000	ss014	0.18798015198015
conVals_spearman	CAT	BASE_VS_PREPCHANGE	correlation	top1000	ss014	0.431766647766647
conVals_spearman	CAT	BASE_VS_MEANINGPRES	correlation	top1000	ss014	0.395515259515259
conVals_spearman	PEN	BASE_VS_NCHANGE	correlation	top1000	ss014	0.166788814788813
conVals_spearman	PEN	BASE_VS_AJCHANGE	correlation	top1000	ss014	0.194878406878405
conVals_spearman	PEN	BASE_VS_PREPCHANGE	correlation	top1000	ss014	0.227140979140978
conVals_spearman	PEN	BASE_VS_MEANINGPRES	correlation	top1000	ss014	0.377600045600045
conVals_spearman	GLASS	BASE_VS_NCHANGE	correlation	top1000	ss014	0.405827817827817
conVals_spearman	GLASS	BASE_VS_AJCHANGE	correlation	top1000	ss014	0.259291123291123
conVals_spearman	GLASS	BASE_VS_PREPCHANGE	correlation	top1000	ss014	0.545175449175449
conVals_spearman	GLASS	BASE_VS_MEANINGPRES	correlation	top1000	ss014	0.356841704841705
conVals_spearman	MAN	BASE_VS_NCHANGE	correlation	top1000	ss015	0.282277650277649
conVals_spearman	MAN	BASE_VS_AJCHANGE	correlation	top1000	ss015	0.510090894090893
conVals_spearman	MAN	BASE_VS_PREPCHANGE	correlation	top1000	ss015	0.345244797244797
conVals_spearman	MAN	BASE_VS_MEANINGPRES	correlation	top1000	ss015	0.769962121962122
conVals_spearman	CAT	BASE_VS_NCHANGE	correlation	top1000	ss015	0.472433896433896
conVals_spearman	CAT	BASE_VS_AJCHANGE	correlation	top1000	ss015	0.505696537696537
conVals_spearman	CAT	BASE_VS_PREPCHANGE	correlation	top1000	ss015	0.918031998031998
conVals_spearman	CAT	BASE_VS_MEANINGPRES	correlation	top1000	ss015	0.484767208767208
conVals_spearman	PEN	BASE_VS_NCHANGE	correlation	top1000	ss015	0.175896391896392
conVals_spearman	PEN	BASE_VS_AJCHANGE	correlation	top1000	ss015	0.389436761436761
conVals_spearman	PEN	BASE_VS_PREPCHANGE	correlation	top1000	ss015	0.629580281580282
conVals_spearman	PEN	BASE_VS_MEANINGPRES	correlation	top1000	ss015	0.517434565434565
conVals_spearman	GLASS	BASE_VS_NCHANGE	correlation	top1000	ss015	0.453836601836601
conVals_spearman	GLASS	BASE_VS_AJCHANGE	correlation	top1000	ss015	0.500821064821064
conVals_spearman	GLASS	BASE_VS_PREPCHANGE	correlation	top1000	ss015	0.385370869370869
conVals_spearman	GLASS	BASE_VS_MEANINGPRES	correlation	top1000	ss015	0.288493872493871
conVals_spearman	MAN	BASE_VS_NCHANGE	correlation	top1000	ss016	0.167927543927543
conVals_spearman	MAN	BASE_VS_AJCHANGE	correlation	top1000	ss016	0.161454605454605
conVals_spearman	MAN	BASE_VS_PREPCHANGE	correlation	top1000	ss016	0.156269748269748
conVals_spearman	MAN	BASE_VS_MEANINGPRES	correlation	top1000	ss016	0.186885342885342
conVals_spearman	CAT	BASE_VS_NCHANGE	correlation	top1000	ss016	0.390332346332346
conVals_spearman	CAT	BASE_VS_AJCHANGE	correlation	top1000	ss016	0.287714063714063
conVals_spearman	CAT	BASE_VS_PREPCHANGE	correlation	top1000	ss016	0.162049998049997
conVals_spearman	CAT	BASE_VS_MEANINGPRES	correlation	top1000	ss016	0.199887307887307
conVals_spearman	PEN	BASE_VS_NCHANGE	correlation	top1000	ss016	0.511087771087771
conVals_spearman	PEN	BASE_VS_AJCHANGE	correlation	top1000	ss016	0.169414381414381
conVals_spearman	PEN	BASE_VS_PREPCHANGE	correlation	top1000	ss016	0.275833967833968
conVals_spearman	PEN	BASE_VS_MEANINGPRES	correlation	top1000	ss016	0.256572412572412
conVals_spearman	GLASS	BASE_VS_NCHANGE	correlation	top1000	ss016	0.184190356190355
conVals_spearman	GLASS	BASE_VS_AJCHANGE	correlation	top1000	ss016	0.17704442104442
conVals_spearman	GLASS	BASE_VS_PREPCHANGE	correlation	top1000	ss016	0.240399756399755
conVals_spearman	GLASS	BASE_VS_MEANINGPRES	correlation	top1000	ss016	0.214545106545106
conVals_spearman	MAN	BASE_VS_NCHANGE	correlation	top1000	ss017	0.348052296052295
conVals_spearman	MAN	BASE_VS_AJCHANGE	correlation	top1000	ss017	0.47781882981883
conVals_spearman	MAN	BASE_VS_PREPCHANGE	correlation	top1000	ss017	0.251102879102878
conVals_spearman	MAN	BASE_VS_MEANINGPRES	correlation	top1000	ss017	0.401300429300428
conVals_spearman	CAT	BASE_VS_NCHANGE	correlation	top1000	ss017	0.308383580383579
conVals_spearman	CAT	BASE_VS_AJCHANGE	correlation	top1000	ss017	0.242211134211133
conVals_spearman	CAT	BASE_VS_PREPCHANGE	correlation	top1000	ss017	0.283698295698294
conVals_spearman	CAT	BASE_VS_MEANINGPRES	correlation	top1000	ss017	0.430300246300245
conVals_spearman	PEN	BASE_VS_NCHANGE	correlation	top1000	ss017	0.228255684255683
conVals_spearman	PEN	BASE_VS_AJCHANGE	correlation	top1000	ss017	0.302925062925062
conVals_spearman	PEN	BASE_VS_PREPCHANGE	correlation	top1000	ss017	0.284105996105995
conVals_spearman	PEN	BASE_VS_MEANINGPRES	correlation	top1000	ss017	0.328403440403439
conVals_spearman	GLASS	BASE_VS_NCHANGE	correlation	top1000	ss017	0.0809832449832435
conVals_spearman	GLASS	BASE_VS_AJCHANGE	correlation	top1000	ss017	0.289834333834332
conVals_spearman	GLASS	BASE_VS_PREPCHANGE	correlation	top1000	ss017	0.295212595212594
conVals_spearman	GLASS	BASE_VS_MEANINGPRES	correlation	top1000	ss017	0.305398121398121
conVals_spearman	MAN	BASE_VS_NCHANGE	correlation	top1000	ss018	0.10995606195606
conVals_spearman	MAN	BASE_VS_AJCHANGE	correlation	top1000	ss018	0.128410208410208
conVals_spearman	MAN	BASE_VS_PREPCHANGE	correlation	top1000	ss018	0.0965409005408995
conVals_spearman	MAN	BASE_VS_MEANINGPRES	correlation	top1000	ss018	0.0648504408504393
conVals_spearman	CAT	BASE_VS_NCHANGE	correlation	top1000	ss018	0.477199737199737
conVals_spearman	CAT	BASE_VS_AJCHANGE	correlation	top1000	ss018	0.147348123348123
conVals_spearman	CAT	BASE_VS_PREPCHANGE	correlation	top1000	ss018	0.109019869019869
conVals_spearman	CAT	BASE_VS_MEANINGPRES	correlation	top1000	ss018	0.145421809421809
conVals_spearman	PEN	BASE_VS_NCHANGE	correlation	top1000	ss018	0.0969856329856322
conVals_spearman	PEN	BASE_VS_AJCHANGE	correlation	top1000	ss018	0.0464425064425058
conVals_spearman	PEN	BASE_VS_PREPCHANGE	correlation	top1000	ss018	0.254955590955591
conVals_spearman	PEN	BASE_VS_MEANINGPRES	correlation	top1000	ss018	0.143523815523815
conVals_spearman	GLASS	BASE_VS_NCHANGE	correlation	top1000	ss018	0.48636885036885
conVals_spearman	GLASS	BASE_VS_AJCHANGE	correlation	top1000	ss018	0.0780313860313854
conVals_spearman	GLASS	BASE_VS_PREPCHANGE	correlation	top1000	ss018	0.378131358131357
conVals_spearman	GLASS	BASE_VS_MEANINGPRES	correlation	top1000	ss018	0.0819540699540691
conVals_spearman	MAN	BASE_VS_NCHANGE	correlation	top1000	ss019	0.641935529935529
conVals_spearman	MAN	BASE_VS_AJCHANGE	correlation	top1000	ss019	0.166104094104092
conVals_spearman	MAN	BASE_VS_PREPCHANGE	correlation	top1000	ss019	0.228619812619812
conVals_spearman	MAN	BASE_VS_MEANINGPRES	correlation	top1000	ss019	0.597667269667269
conVals_spearman	CAT	BASE_VS_NCHANGE	correlation	top1000	ss019	0.377210033210032
conVals_spearman	CAT	BASE_VS_AJCHANGE	correlation	top1000	ss019	0.319329199329198
conVals_spearman	CAT	BASE_VS_PREPCHANGE	correlation	top1000	ss019	0.467206511206511
conVals_spearman	CAT	BASE_VS_MEANINGPRES	correlation	top1000	ss019	0.560716316716316
conVals_spearman	PEN	BASE_VS_NCHANGE	correlation	top1000	ss019	0.364534804534804
conVals_spearman	PEN	BASE_VS_AJCHANGE	correlation	top1000	ss019	0.29460207060207
conVals_spearman	PEN	BASE_VS_PREPCHANGE	correlation	top1000	ss019	0.244250884250883
conVals_spearman	PEN	BASE_VS_MEANINGPRES	correlation	top1000	ss019	0.376696072696072
conVals_spearman	GLASS	BASE_VS_NCHANGE	correlation	top1000	ss019	0.321460893460893
conVals_spearman	GLASS	BASE_VS_AJCHANGE	correlation	top1000	ss019	0.369821385821386
conVals_spearman	GLASS	BASE_VS_PREPCHANGE	correlation	top1000	ss019	0.398044154044154
conVals_spearman	GLASS	BASE_VS_MEANINGPRES	correlation	top1000	ss019	0.327259935259935
conVals_spearman	MAN	BASE_VS_NCHANGE	correlation	top1000	ss020	0.157811533811533
conVals_spearman	MAN	BASE_VS_AJCHANGE	correlation	top1000	ss020	0.439149283149282
conVals_spearman	MAN	BASE_VS_PREPCHANGE	correlation	top1000	ss020	0.180277176277176
conVals_spearman	MAN	BASE_VS_MEANINGPRES	correlation	top1000	ss020	0.181115281115279
conVals_spearman	CAT	BASE_VS_NCHANGE	correlation	top1000	ss020	0.449843717843717
conVals_spearman	CAT	BASE_VS_AJCHANGE	correlation	top1000	ss020	0.504638628638628
conVals_spearman	CAT	BASE_VS_PREPCHANGE	correlation	top1000	ss020	0.344008796008796
conVals_spearman	CAT	BASE_VS_MEANINGPRES	correlation	top1000	ss020	0.49181783981784
conVals_spearman	PEN	BASE_VS_NCHANGE	correlation	top1000	ss020	0.20258839058839
conVals_spearman	PEN	BASE_VS_AJCHANGE	correlation	top1000	ss020	0.654575802575803
conVals_spearman	PEN	BASE_VS_PREPCHANGE	correlation	top1000	ss020	0.543793551793551
conVals_spearman	PEN	BASE_VS_MEANINGPRES	correlation	top1000	ss020	0.595109575109575
conVals_spearman	GLASS	BASE_VS_NCHANGE	correlation	top1000	ss020	0.483499671499671
conVals_spearman	GLASS	BASE_VS_AJCHANGE	correlation	top1000	ss020	0.422130098130097
conVals_spearman	GLASS	BASE_VS_PREPCHANGE	correlation	top1000	ss020	0.387978279978279
conVals_spearman	GLASS	BASE_VS_MEANINGPRES	correlation	top1000	ss020	0.360737328737328
conVals_spearman	MAN	BASE_VS_NCHANGE	correlation	top1000	ss021	0.349450693450693
conVals_spearman	MAN	BASE_VS_AJCHANGE	correlation	top1000	ss021	0.36469474069474
conVals_spearman	MAN	BASE_VS_PREPCHANGE	correlation	top1000	ss021	0.341221997221997
conVals_spearman	MAN	BASE_VS_MEANINGPRES	correlation	top1000	ss021	0.484926928926928
conVals_spearman	CAT	BASE_VS_NCHANGE	correlation	top1000	ss021	1.06181627381627
conVals_spearman	CAT	BASE_VS_AJCHANGE	correlation	top1000	ss021	0.775981915981916
conVals_spearman	CAT	BASE_VS_PREPCHANGE	correlation	top1000	ss021	0.422275154275153
conVals_spearman	CAT	BASE_VS_MEANINGPRES	correlation	top1000	ss021	0.50070482070482
conVals_spearman	PEN	BASE_VS_NCHANGE	correlation	top1000	ss021	0.776972432972433
conVals_spearman	PEN	BASE_VS_AJCHANGE	correlation	top1000	ss021	0.96425608025608
conVals_spearman	PEN	BASE_VS_PREPCHANGE	correlation	top1000	ss021	0.341559905559905
conVals_spearman	PEN	BASE_VS_MEANINGPRES	correlation	top1000	ss021	0.488941184941184
conVals_spearman	GLASS	BASE_VS_NCHANGE	correlation	top1000	ss021	0.495686139686139
conVals_spearman	GLASS	BASE_VS_AJCHANGE	correlation	top1000	ss021	0.509928977928978
conVals_spearman	GLASS	BASE_VS_PREPCHANGE	correlation	top1000	ss021	0.469260541260541
conVals_spearman	GLASS	BASE_VS_MEANINGPRES	correlation	top1000	ss021	0.722760818760819
conVals_spearman	MAN	BASE_VS_NCHANGE	correlation	top1000	ss022	0.20839606039606
conVals_spearman	MAN	BASE_VS_AJCHANGE	correlation	top1000	ss022	0.365866505866506
conVals_spearman	MAN	BASE_VS_PREPCHANGE	correlation	top1000	ss022	0.185763041763041
conVals_spearman	MAN	BASE_VS_MEANINGPRES	correlation	top1000	ss022	0.302935934935935
conVals_spearman	CAT	BASE_VS_NCHANGE	correlation	top1000	ss022	0.760976056976057
conVals_spearman	CAT	BASE_VS_AJCHANGE	correlation	top1000	ss022	0.462283506283505
conVals_spearman	CAT	BASE_VS_PREPCHANGE	correlation	top1000	ss022	0.517695721695721
conVals_spearman	CAT	BASE_VS_MEANINGPRES	correlation	top1000	ss022	0.670702618702619
conVals_spearman	PEN	BASE_VS_NCHANGE	correlation	top1000	ss022	0.257490209490209
conVals_spearman	PEN	BASE_VS_AJCHANGE	correlation	top1000	ss022	0.25825437025437
conVals_spearman	PEN	BASE_VS_PREPCHANGE	correlation	top1000	ss022	0.171263379263378
conVals_spearman	PEN	BASE_VS_MEANINGPRES	correlation	top1000	ss022	0.19889697089697
conVals_spearman	GLASS	BASE_VS_NCHANGE	correlation	top1000	ss022	0.1732015012015
conVals_spearman	GLASS	BASE_VS_AJCHANGE	correlation	top1000	ss022	0.236598248598247
conVals_spearman	GLASS	BASE_VS_PREPCHANGE	correlation	top1000	ss022	0.142808518808518
conVals_spearman	GLASS	BASE_VS_MEANINGPRES	correlation	top1000	ss022	0.221454005454005
conVals_spearman	MAN	BASE_VS_NCHANGE	correlation	top1000	ss023	0.476549000549
conVals_spearman	MAN	BASE_VS_AJCHANGE	correlation	top1000	ss023	0.396862584862584
conVals_spearman	MAN	BASE_VS_PREPCHANGE	correlation	top1000	ss023	0.227412299412298
conVals_spearman	MAN	BASE_VS_MEANINGPRES	correlation	top1000	ss023	0.343621435621434
conVals_spearman	CAT	BASE_VS_NCHANGE	correlation	top1000	ss023	0.176199584199582
conVals_spearman	CAT	BASE_VS_AJCHANGE	correlation	top1000	ss023	0.117199989199987
conVals_spearman	CAT	BASE_VS_PREPCHANGE	correlation	top1000	ss023	0.118465246465244
conVals_spearman	CAT	BASE_VS_MEANINGPRES	correlation	top1000	ss023	0.1733332013332
conVals_spearman	PEN	BASE_VS_NCHANGE	correlation	top1000	ss023	0.188269016269016
conVals_spearman	PEN	BASE_VS_AJCHANGE	correlation	top1000	ss023	0.192278112278111
conVals_spearman	PEN	BASE_VS_PREPCHANGE	correlation	top1000	ss023	0.214719514719514
conVals_spearman	PEN	BASE_VS_MEANINGPRES	correlation	top1000	ss023	0.281787185787185
conVals_spearman	GLASS	BASE_VS_NCHANGE	correlation	top1000	ss023	0.334202122202122
conVals_spearman	GLASS	BASE_VS_AJCHANGE	correlation	top1000	ss023	0.207070959070959
conVals_spearman	GLASS	BASE_VS_PREPCHANGE	correlation	top1000	ss023	0.248699948699948
conVals_spearman	GLASS	BASE_VS_MEANINGPRES	correlation	top1000	ss023	0.286603606603606
conVals_spearman	MAN	BASE_VS_NCHANGE	correlation	top1000	ss024	0.725125649125649
conVals_spearman	MAN	BASE_VS_AJCHANGE	correlation	top1000	ss024	0.640771984771984
conVals_spearman	MAN	BASE_VS_PREPCHANGE	correlation	top1000	ss024	0.396539064539064
conVals_spearman	MAN	BASE_VS_MEANINGPRES	correlation	top1000	ss024	0.66070242070242
conVals_spearman	CAT	BASE_VS_NCHANGE	correlation	top1000	ss024	0.525852021852021
conVals_spearman	CAT	BASE_VS_AJCHANGE	correlation	top1000	ss024	0.430147078147078
conVals_spearman	CAT	BASE_VS_PREPCHANGE	correlation	top1000	ss024	0.505229089229088
conVals_spearman	CAT	BASE_VS_MEANINGPRES	correlation	top1000	ss024	0.397783849783849
conVals_spearman	PEN	BASE_VS_NCHANGE	correlation	top1000	ss024	0.619778383778383
conVals_spearman	PEN	BASE_VS_AJCHANGE	correlation	top1000	ss024	0.645876741876741
conVals_spearman	PEN	BASE_VS_PREPCHANGE	correlation	top1000	ss024	0.673432537432537
conVals_spearman	PEN	BASE_VS_MEANINGPRES	correlation	top1000	ss024	0.441759045759045
conVals_spearman	GLASS	BASE_VS_NCHANGE	correlation	top1000	ss024	0.853785121785122
conVals_spearman	GLASS	BASE_VS_AJCHANGE	correlation	top1000	ss024	0.518643098643098
conVals_spearman	GLASS	BASE_VS_PREPCHANGE	correlation	top1000	ss024	0.55227852027852
conVals_spearman	GLASS	BASE_VS_MEANINGPRES	correlation	top1000	ss024	0.40069612069612
conVals_spearman	MAN	BASE_VS_NCHANGE	correlation	top1000	ss025	0.144965412965412
conVals_spearman	MAN	BASE_VS_AJCHANGE	correlation	top1000	ss025	0.159048831048831
conVals_spearman	MAN	BASE_VS_PREPCHANGE	correlation	top1000	ss025	0.14731379131379
conVals_spearman	MAN	BASE_VS_MEANINGPRES	correlation	top1000	ss025	0.155799767799767
conVals_spearman	CAT	BASE_VS_NCHANGE	correlation	top1000	ss025	0.296031680031679
conVals_spearman	CAT	BASE_VS_AJCHANGE	correlation	top1000	ss025	0.355081363081363
conVals_spearman	CAT	BASE_VS_PREPCHANGE	correlation	top1000	ss025	0.226886614886615
conVals_spearman	CAT	BASE_VS_MEANINGPRES	correlation	top1000	ss025	0.167747975747975
conVals_spearman	PEN	BASE_VS_NCHANGE	correlation	top1000	ss025	0.394188214188214
conVals_spearman	PEN	BASE_VS_AJCHANGE	correlation	top1000	ss025	0.407150291150291
conVals_spearman	PEN	BASE_VS_PREPCHANGE	correlation	top1000	ss025	0.236769116769116
conVals_spearman	PEN	BASE_VS_MEANINGPRES	correlation	top1000	ss025	0.289884985884986
conVals_spearman	GLASS	BASE_VS_NCHANGE	correlation	top1000	ss025	0.366824838824838
conVals_spearman	GLASS	BASE_VS_AJCHANGE	correlation	top1000	ss025	0.1890353010353
conVals_spearman	GLASS	BASE_VS_PREPCHANGE	correlation	top1000	ss025	0.304651588651588
conVals_spearman	GLASS	BASE_VS_MEANINGPRES	correlation	top1000	ss025	0.257689205689205
conVals_spearman	MAN	BASE_VS_NCHANGE	correlation	top1000	ss026	0.277689265689266
conVals_spearman	MAN	BASE_VS_AJCHANGE	correlation	top1000	ss026	0.229153105153104
